motor_catalogador.py | imports=['os', 'ast', 'collections'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\langthaimodel.py | imports=['pip._vendor.chardet.sbcharsetprober'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\langturkishmodel.py | imports=['pip._vendor.chardet.sbcharsetprober'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\latin1prober.py | imports=['typing', 'charsetprober', 'enums'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\macromanprober.py | imports=['typing', 'charsetprober', 'enums'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\mbcharsetprober.py | imports=['typing', 'chardistribution', 'charsetprober', 'codingstatemachine', 'enums'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\mbcsgroupprober.py | imports=['big5prober', 'charsetgroupprober', 'cp949prober', 'enums', 'eucjpprober', 'euckrprober', 'euctwprober', 'gb2312prober', 'johabprober', 'sjisprober', 'utf8prober'] | funcoes=1 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\mbcssm.py | imports=['codingstatemachinedict', 'enums'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\resultdict.py | imports=['typing', 'typing'] | funcoes=0 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\sbcharsetprober.py | imports=['typing', 'charsetprober', 'enums'] | funcoes=6 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\sbcsgroupprober.py | imports=['charsetgroupprober', 'hebrewprober', 'langbulgarianmodel', 'langgreekmodel', 'langhebrewmodel', 'langrussianmodel', 'langthaimodel', 'langturkishmodel', 'sbcharsetprober'] | funcoes=1 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\sjisprober.py | imports=['typing', 'chardistribution', 'codingstatemachine', 'enums', 'jpcntx', 'mbcharsetprober', 'mbcssm'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\universaldetector.py | imports=['codecs', 'logging', 're', 'typing', 'charsetgroupprober', 'charsetprober', 'enums', 'escprober', 'latin1prober', 'macromanprober', 'mbcsgroupprober', 'resultdict', 'sbcsgroupprober', 'utf1632prober'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\utf1632prober.py | imports=['typing', 'charsetprober', 'enums'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\utf8prober.py | imports=['typing', 'charsetprober', 'codingstatemachine', 'enums', 'mbcssm'] | funcoes=6 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\version.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\__init__.py | imports=['typing', 'charsetgroupprober', 'charsetprober', 'enums', 'resultdict', 'universaldetector', 'version'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\cli\chardetect.py | imports=['argparse', 'sys', 'typing', None, 'universaldetector'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\cli\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\metadata\languages.py | imports=['string', 'typing'] | funcoes=2 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\chardet\metadata\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\ansi.py | imports=[] | funcoes=10 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\ansitowin32.py | imports=['re', 'sys', 'os', 'ansi', 'winterm', 'win32'] | funcoes=21 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\initialise.py | imports=['atexit', 'contextlib', 'sys', 'ansitowin32'] | funcoes=8 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\win32.py | imports=['ctypes', 'ctypes', 'ctypes', 'ctypes'] | funcoes=11 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\winterm.py | imports=[None, 'msvcrt'] | funcoes=16 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\__init__.py | imports=['initialise', 'ansi', 'ansitowin32'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\ansitowin32_test.py | imports=['io', 'unittest', 'ansitowin32', 'win32', 'utils', 'contextlib', 'unittest.mock', 'contextlib2', 'mock'] | funcoes=25 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\ansi_test.py | imports=['sys', 'unittest', 'ansi', 'ansitowin32'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\initialise_test.py | imports=['sys', 'unittest', 'ansitowin32', 'initialise', 'utils', 'unittest.mock', 'mock'] | funcoes=18 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\isatty_test.py | imports=['sys', 'unittest', 'ansitowin32', 'utils'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\utils.py | imports=['contextlib', 'io', 'sys', 'os'] | funcoes=6 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\winterm_test.py | imports=['sys', 'unittest', 'winterm', 'unittest.mock', 'mock'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\colorama\tests\__init__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\compat.py | imports=['__future__', 'os', 're', 'shutil', 'sys', 'zipfile', 'sysconfig', 'ssl', 'StringIO', 'types', '__builtin__', 'ConfigParser', 'urlparse', 'urllib', 'urllib2', 'urllib2', 'httplib', 'xmlrpclib', 'Queue', 'HTMLParser', 'htmlentitydefs', 'itertools', 'itertools', 'io', 'io', 'builtins', 'configparser', 'urllib.parse', 'urllib.request', 'urllib.error', 'http.client', 'urllib.request', 'xmlrpc.client', 'queue', 'html.parser', 'html.entities', 'itertools', 'ssl', 'types', 'shutil', 'zipfile', 'platform', 'tokenize', 'html', 'html', 'collections', 'importlib.util', 'collections', 'logging.config', 'urllib2', 'urllib.request', 'collections.abc', 'codecs', 'cgi', 'collections', 'reprlib', 'thread', '_abcoll', 'dummy_thread'] | funcoes=81 | classes=10
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\database.py | imports=['__future__', 'base64', 'codecs', 'contextlib', 'hashlib', 'logging', 'os', 'posixpath', 'sys', 'zipimport', None, 'compat', 'version', 'metadata', 'util', 'warnings'] | funcoes=74 | classes=7
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\index.py | imports=['hashlib', 'logging', 'os', 'shutil', 'subprocess', 'tempfile', None, 'compat', 'util', 'threading', 'dummy_threading', 'util', 'util', 'util'] | funcoes=18 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\locators.py | imports=['gzip', 'io', 'json', 'logging', 'os', 'posixpath', 're', 'zlib', None, 'compat', 'database', 'metadata', 'util', 'version', 'wheel', 'threading', 'dummy_threading'] | funcoes=58 | classes=11
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\manifest.py | imports=['fnmatch', 'logging', 'os', 're', 'sys', None, 'compat', 'util', 'stat'] | funcoes=13 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\markers.py | imports=['os', 're', 'sys', 'platform', 'compat', 'util', 'version'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\metadata.py | imports=['__future__', 'codecs', 'email', 'json', 'logging', 're', None, 'compat', 'markers', 'util', 'version'] | funcoes=55 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\resources.py | imports=['__future__', 'bisect', 'io', 'logging', 'os', 'pkgutil', 'sys', 'types', 'zipimport', None, 'util', '_frozen_importlib_external', '_frozen_importlib'] | funcoes=34 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\scripts.py | imports=['io', 'logging', 'os', 're', 'struct', 'sys', 'time', 'zipfile', 'compat', 'resources', 'util', 'java'] | funcoes=18 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\util.py | imports=['codecs', 'collections', 'contextlib', 'csv', 'glob', 'io', 'json', 'logging', 'os', 'py_compile', 're', 'socket', 'subprocess', 'sys', 'tarfile', 'tempfile', 'textwrap', 'time', None, 'compat', 'ssl', 'threading', 'compat', 'dummy_threading', '_aix_support', '_osx_support', 'distutils', 'sysconfig'] | funcoes=123 | classes=19
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\version.py | imports=['logging', 're', 'compat', 'util'] | funcoes=54 | classes=10
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\wheel.py | imports=['__future__', 'base64', 'codecs', 'datetime', 'email', 'hashlib', 'json', 'logging', 'os', 'posixpath', 're', 'shutil', 'sys', 'tempfile', 'zipfile', None, 'compat', 'database', 'metadata', 'util', 'version', 'imp', 'importlib.machinery', 'importlib.util', 'platform'] | funcoes=37 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distlib\__init__.py | imports=['logging', 'logging'] | funcoes=3 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distro\distro.py | imports=['argparse', 'json', 'logging', 'os', 're', 'shlex', 'subprocess', 'sys', 'warnings', 'typing', 'typing', 'functools'] | funcoes=57 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distro\__init__.py | imports=['distro'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\distro\__main__.py | imports=['distro'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\codec.py | imports=['core', 'codecs', 're', 'typing'] | funcoes=5 | classes=5
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\compat.py | imports=['core', 'codec', 'typing'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\core.py | imports=[None, 'bisect', 'unicodedata', 're', 'typing', 'intranges', 'uts46data'] | funcoes=18 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\idnadata.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\intranges.py | imports=['bisect', 'typing'] | funcoes=4 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\package_data.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\uts46data.py | imports=['typing'] | funcoes=82 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\idna\__init__.py | imports=['package_data', 'core', 'intranges'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py | imports=[] | funcoes=2 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\msgpack\ext.py | imports=['collections', 'datetime', 'sys', 'struct'] | funcoes=14 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py | imports=['datetime', 'sys', 'struct', 'exceptions', 'ext', '__pypy__', 'io', '__pypy__.builders', '__pypy__.builders'] | funcoes=43 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py | imports=['exceptions', 'ext', 'os', 'sys', 'fallback', '_cmsgpack', 'fallback'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\markers.py | imports=['operator', 'os', 'platform', 'sys', 'typing', 'pip._vendor.pyparsing', 'specifiers'] | funcoes=18 | classes=9
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\requirements.py | imports=['re', 'string', 'urllib.parse', 'typing', 'pip._vendor.pyparsing', 'markers', 'specifiers'] | funcoes=3 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py | imports=['abc', 'functools', 'itertools', 're', 'warnings', 'typing', 'utils', 'version'] | funcoes=58 | classes=6
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\tags.py | imports=['logging', 'platform', 'sys', 'sysconfig', 'importlib.machinery', 'typing', None] | funcoes=28 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\utils.py | imports=['re', 'typing', 'tags', 'version'] | funcoes=4 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\version.py | imports=['collections', 'itertools', 're', 'warnings', 'typing', '_structures'] | funcoes=44 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py | imports=['collections', 'functools', 'os', 're', 'struct', 'sys', 'warnings', 'typing', 'ctypes', '_manylinux'] | funcoes=13 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py | imports=['contextlib', 'functools', 'operator', 'os', 're', 'struct', 'subprocess', 'sys', 'typing', 'sysconfig'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\_structures.py | imports=[] | funcoes=16 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\__about__.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\packaging\__init__.py | imports=['__about__'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py | imports=['sys', 'os', 'io', 'time', 're', 'types', 'zipfile', 'zipimport', 'warnings', 'stat', 'functools', 'pkgutil', 'operator', 'platform', 'collections', 'plistlib', 'email.parser', 'errno', 'tempfile', 'textwrap', 'inspect', 'ntpath', 'posixpath', 'importlib', 'pkgutil', 'os', 'os', 'os.path', 'pip._internal.utils._jaraco_text', 'pip._vendor', 'pip._vendor', '_imp', 'os', 'importlib.machinery', 'sysconfig', 'imp', '__main__', 'linecache'] | funcoes=253 | classes=31
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\android.py | imports=['__future__', 'os', 're', 'sys', 'functools', 'typing', 'api', 'jnius', 'jnius', 'jnius', 'jnius', 'jnius', 'jnius'] | funcoes=20 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\api.py | imports=['__future__', 'os', 'abc', 'pathlib', 'typing', 'sys', 'typing', 'pip._vendor.typing_extensions'] | funcoes=31 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py | imports=['__future__', 'os.path', 'api'] | funcoes=14 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py | imports=['__future__', 'os', 'sys', 'configparser', 'pathlib', 'api', 'os'] | funcoes=22 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\version.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py | imports=['__future__', 'ctypes', 'os', 'sys', 'functools', 'typing', 'api', 'collections.abc', 'winreg', 'winreg'] | funcoes=20 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py | imports=['__future__', 'os', 'sys', 'typing', 'api', 'version', 'version', 'pathlib', 'typing', 'pip._vendor.typing_extensions', 'pip._vendor.platformdirs.windows', 'pip._vendor.platformdirs.android', 'pip._vendor.platformdirs.macos', 'pip._vendor.platformdirs.unix', 'pip._vendor.platformdirs.android'] | funcoes=29 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py | imports=['__future__', 'pip._vendor.platformdirs'] | funcoes=1 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py | imports=['os', 'sys', 'shutil', 'argparse', 'textwrap', 'pip._vendor.pygments', 'pip._vendor.pygments.util', 'pip._vendor.pygments.lexers', 'pip._vendor.pygments.lexers.special', 'pip._vendor.pygments.formatters.latex', 'pip._vendor.pygments.formatters', 'pip._vendor.pygments.formatters.terminal', 'pip._vendor.pygments.formatters.terminal256', 'pip._vendor.pygments.filters', 'pip._vendor.pygments.styles', 'json', 'pip._vendor.colorama.initialise', 'traceback'] | funcoes=9 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\console.py | imports=[] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\filter.py | imports=[] | funcoes=7 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatter.py | imports=['codecs', 'pip._vendor.pygments.util', 'pip._vendor.pygments.styles'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\lexer.py | imports=['re', 'sys', 'time', 'pip._vendor.pygments.filter', 'pip._vendor.pygments.filters', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util', 'pip._vendor.pygments.regexopt', 'pip._vendor'] | funcoes=42 | classes=16
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\modeline.py | imports=['re'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\plugin.py | imports=['importlib.metadata', 'importlib_metadata', 'pip._vendor.pkg_resources'] | funcoes=5 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py | imports=['re', 're', 'os.path', 'itertools', 'operator'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\scanner.py | imports=['re'] | funcoes=7 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py | imports=['sys', 'docutils', 'docutils.statemachine', 'docutils.parsers.rst', 'sphinx.util.nodes', 'pip._vendor.pygments.lexers._mapping', 'pip._vendor.pygments.lexers', 'pip._vendor.pygments.lexers._mapping', 'pip._vendor.pygments.formatters', 'pip._vendor.pygments.filters'] | funcoes=9 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\style.py | imports=['pip._vendor.pygments.token'] | funcoes=7 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\token.py | imports=[] | funcoes=9 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\unistring.py | imports=['unicodedata'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\util.py | imports=['re', 'io', 'locale', 'locale'] | funcoes=19 | classes=4
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\__init__.py | imports=['io', 'pip._vendor.pygments.lexer', 'pip._vendor.pygments.formatter'] | funcoes=3 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\__main__.py | imports=['sys', 'pip._vendor.pygments.cmdline'] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py | imports=['re', 'pip._vendor.pygments.token', 'pip._vendor.pygments.filter', 'pip._vendor.pygments.util', 'pip._vendor.pygments.plugin'] | funcoes=22 | classes=9
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.util'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py | imports=['math', 'pip._vendor.pygments.formatter', 'pip._vendor.pygments.util'] | funcoes=7 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py | imports=['functools', 'os', 'sys', 'os.path', 'io', 'pip._vendor.pygments.formatter', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util', 'ctags'] | funcoes=32 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py | imports=['os', 'sys', 'pip._vendor.pygments.formatter', 'pip._vendor.pygments.util', 'subprocess', 'PIL', '_winreg', 'winreg'] | funcoes=28 | classes=7
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py | imports=['io', 'pip._vendor.pygments.formatter', 'pip._vendor.pygments.lexer', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util'] | funcoes=12 | classes=2
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.util', 'pip._vendor.pygments.token', 'pip._vendor.pygments.console', 'gzip', 'bz2'] | funcoes=7 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py | imports=['pip._vendor.pygments.formatter'] | funcoes=3 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.util'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.token', 'pip._vendor.pygments.util'] | funcoes=4 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.token', 'pip._vendor.pygments.console', 'pip._vendor.pygments.util'] | funcoes=5 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py | imports=['pip._vendor.pygments.formatter', 'pip._vendor.pygments.console', 'pip._vendor.pygments.style'] | funcoes=16 | classes=3
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py | imports=['re', 'sys', 'types', 'fnmatch', 'os.path', 'pip._vendor.pygments.formatters._mapping', 'pip._vendor.pygments.plugin', 'pip._vendor.pygments.util'] | funcoes=8 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py | imports=['re', 'keyword', 'pip._vendor.pygments.lexer', 'pip._vendor.pygments.util', 'pip._vendor.pygments.token', 'pip._vendor.pygments'] | funcoes=9 | classes=10
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py | imports=[] | funcoes=0 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py | imports=['re', 'sys', 'types', 'fnmatch', 'os.path', 'pip._vendor.pygments.lexers._mapping', 'pip._vendor.pygments.modeline', 'pip._vendor.pygments.plugin', 'pip._vendor.pygments.util'] | funcoes=16 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py | imports=['pip._vendor.pygments.plugin', 'pip._vendor.pygments.util'] | funcoes=2 | classes=0
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\actions.py | imports=['exceptions', 'util', 'core'] | funcoes=15 | classes=1
Projeto_Extraido\Nova pasta\meu_projeto2\venv\Lib\site-packages\pip\_vendor\pyparsing\common.py | imports=['core', 'helpers', 'datetime'] | funcoes=5 | classes=1
